CODICESCUOLA,ORDINESCUOLA,AREAGEOGRAFICA,DENOMINAZIONEISTITUTORIFERIMENTO,PROVINCIA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,LONG_X_4326,LAT_Y_4326,Total
MITD103016,SCUOLA SECONDARIA II GRADO,NORD OVEST,ARGENTIA-MAJORANA,MILANO,I.T. ECONOMICO E TECNOLOGICO - ARGENTIA,VIA ADDA 2,9.4064322,45.5390916,610
MITD330007,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO E ISTITUTO TECNICO - P. LEVI,MILANO,LICEO E ISTITUTO TECNICO - P. LEVI,VIA VARALLI 20,9.1244715,45.5388006,1181
MITD33003A,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO E ISTITUTO TECNICO - P. LEVI,MILANO,IST. TEC. E PROF. - P. LEVI (SERALE),VIA CRISTINA BELGIOIOSO 120 (SEDE CARCERARIA),9.1013939,45.5190887,43
MITD400008,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - M. CURIE,MILANO,ISTITUTO TECNICO E LICEO - M. CURIE,VIA MASACCIO 4,9.3122678,45.5233539,1574
MITD450009,SCUOLA SECONDARIA II GRADO,NORD OVEST,LICEO E ISTITUTO TECNICO-E. DA ROTTERDAM,MILANO,LICEO E ISTITUTO TECNICO-E. DA ROTTERDAM,VIA VARALLI 24,9.124727,45.5382389,895
MITD51000Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.T. ECONOMICO E TECNOLOGICO- J. NIZZOLA,MILANO,I.T. ECONOMICO E TECNOLOGICO- J. NIZZOLA,VIA P. NENNI 10,9.5086385,45.6140881,1157
MITD52000A,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.T. ECONOMICO E TECNOLOGICO- E. MATTEI,MILANO,I.T. ECONOMICO E TECNOLOGICO- E. MATTEI,VIA PADRE VAIANI 18,9.0383849,45.5385611,971
MITD52050Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.T. ECONOMICO E TECNOLOGICO- E. MATTEI,MILANO,I.T. ECON. E TECNOL.- E. MATTEI (SERALE),VIA PADRE VAIANI 18,9.0383849,45.5385611,118
MITD57000B,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.T. ECON. E TECNOL. - A. MAGGIOLINI,MILANO,I.T. ECON. E TECNOL. - A. MAGGIOLINI,VIA SPAGLIARDI 19,8.9527596,45.5589956,950
MITE01000V,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - G. NATTA,MILANO,ISTITUTO TECNICO E LICEO - G. NATTA,VIA DON CALABRIA16(ORD)-VIA CRESCENZAGO11O(SUCC),9.2418345,45.499239,946
MITF00801P,SCUOLA SECONDARIA II GRADO,NORD OVEST,A. SPINELLI C. MOLASCHI,MILANO,I. T. E LICEO - A. SPINELLI C. MOLASCHI,VIA LEOPARDI 132,9.223687,45.5384135,895
MITF00802Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,A. SPINELLI C. MOLASCHI,MILANO,I.T. TECNOL. - A. SPINELLI C. MOLASCHI,VIA MAZZINI 30,9.179288,45.5527338,17
MITF014012,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. ALESSANDRINI,MILANO,IST. TECNICO E LICEO - E. ALESSANDRINI,VIA L. EINAUDI 3,8.9098054,45.39516,673
MITF01601N,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.I.S. DI INVERUNO,MILANO,I.T. TECNOLOGICO - I.I.S. DI INVERUNO,VIA MARCORA 109,8.8595453,45.5130307,174
MITF01701D,SCUOLA SECONDARIA II GRADO,NORD OVEST,J. C. MAXWELL,MILANO,IST. TECNICO E LICEO - J.C. MAXWELL,VIA DON CALABRIA 2,9.1711935,45.495459,1053
MITF03801E,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. L. LAGRANGE,MILANO,ISTITUTO TECNICO E LICEO - G.L. LAGRANGE,VIA LITTA MODIGNANI 65,9.156429,45.522027,933
MITF05401C,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. GALVANI,MILANO,ISTITUTO TECNICO E LICEO - L. GALVANI,VIA F. GATTI 14,9.190986446,45.50652892,781
MITF070009,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO -G. FELTRINELLI,MILANO,ISTITUTO TECNICO E LICEO -G. FELTRINELLI,PIAZZA TITO LUCREZIO CARO 8,9.1833075,45.448578,1105
MITF07401N,SCUOLA SECONDARIA II GRADO,NORD OVEST,IIS MARELLI DUDOVICH,MILANO,I.T. TECNOLOGICO - E. MARELLI DUDOVICH,VIA LIVIGNO 11,9.1771213,45.500605,41
MITF077015,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. GALILEI,MILANO,I.T. TECNOLOGICO - G. GALILEI,VIA PARAVIA 31,9.130832476,45.47145736,735
MITF07901R,SCUOLA SECONDARIA II GRADO,NORD OVEST,CATERINA DA SIENA,MILANO,I.T. TECNOLOGICO - CATERINA DA SIENA,VIALE LOMBARDIA 89,9.223299,45.488205,247
MITF08201L,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. GIORGI,MILANO,I.T. TECNOLOGICO - G. GIORGI,VIALE LIGURIA 21,9.169533,45.444204,652
MITF082512,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. GIORGI,MILANO,IST. TECNICO E LICEO -G. GIORGI (SERALE),VIALE LIGURIA 21,9.169533,45.444204,393
MITF092017,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. ALESSANDRINI,MILANO,ISTITUTO TECNICO E LICEO-E. ALESSANDRINI,VIALE ZARA 23/A,8.9562289,45.4897949,818
MITF093013,SCUOLA SECONDARIA II GRADO,NORD OVEST,M. CURIE - P. SRAFFA,MILANO,IST. TECNICO E LICEO -M. CURIE-P. SRAFFA,VIA F.LLI ZOIA 130,9.109602,45.468927,1054
MITF09601E,SCUOLA SECONDARIA II GRADO,NORD OVEST,G. FALCONE - A. RIGHI,MILANO,IST. TECNICO E LICEO-G. FALCONE A. RIGHI,VIALE ITALIA N. 24/26,9.0978181,45.4367224,964
MITF09701A,SCUOLA SECONDARIA II GRADO,NORD OVEST,A. BERNOCCHI,MILANO,ISTITUTO TECNICO E LICEO - A. BERNOCCHI,VIA DIAZ 2 (ORDINARIA)-VIA CAINI (SUCCURSALE),8.8987663,45.6053674,902
MITF10101R,SCUOLA SECONDARIA II GRADO,NORD OVEST,E. TORRICELLI,MILANO,IST. TECNICO E LICEO - E. TORRICELLI,VIA U. DINI 7,9.179824002,45.42919875,918
MITF11000E,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - E. MOLINARI,MILANO,ISTITUTO TECNICO E LICEO - E. MOLINARI,VIA CRESCENZAGO 110,9.23985,45.496791,1008
MITF11050X,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - E. MOLINARI,MILANO,ISTITUTO TECNICO - E. MOLINARI (SERALE),VIA CRESCENZAGO 110,9.23985,45.496791,135
MITF13000Q,SCUOLA SECONDARIA II GRADO,NORD OVEST,I.T. TECNOLOGICO - S. CANNIZZARO,MILANO,I.T. TECNOLOGICO - S. CANNIZZARO,VIA R. SANZIO 2,9.0387504,45.5258767,1150
MITF19000B,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - A. STEINER,MILANO,ISTITUTO TECNICO E LICEO - A. STEINER,VIA SAN. DIONIGI 36,9.2187405,45.433431,1050
MITF21000B,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - G. MARCONI,MILANO,ISTITUTO TECNICO E LICEO - G. MARCONI,VIA ADDA 10,9.4068726,45.5397428,1194
MITF270003,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - CARTESIO,MILANO,ISTITUTO TECNICO E LICEO - CARTESIO,VIA GORKY 100,9.2178982,45.5386473,1003
MITF290008,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - E. CONTI,MILANO,ISTITUTO TECNICO E LICEO - E. CONTI,VIA A. DE VINCENTI11(ORDIN)-VIA U.BETTI56(SUCC ),9.141012,45.477063,1058
MITF390005,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO - E. MATTEI,MILANO,ISTITUTO TECNICO E LICEO - E. MATTEI,VIA MARTIRI DI CEFALONIA 46,9.2732735,45.4179797,948
MITL00401G,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. CATTANEO,MILANO,I.T. TECNOLOGICO - C. CATTANEO,PIAZZA DELLA VETRA 9,9.109782,45.461196,450
MITN02000X,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO-P. P. PASOLINI,MILANO,ISTITUTO TECNICO E LICEO-P. P. PASOLINI,VIA BISTOLFI 15,9.2446875,45.473652,619
MITN03000E,SCUOLA SECONDARIA II GRADO,NORD OVEST,ISTITUTO TECNICO E LICEO -A. GENTILESCHI,MILANO,ISTITUTO TECNICO E LICEO -A. GENTILESCHI,VIA NATTA 11,9.12507024,45.4889322,1121
MITN05101L,SCUOLA SECONDARIA II GRADO,NORD OVEST,C. VARALLI,MILANO,I.T. ECONOMICO - C. VARALLI,VIA U. DINI 7,9.1798245,45.429201,511
MITN09401E,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. V. BERTARELLI - FERRARIS,MILANO,IST. TECN. E LICEO- BERTARELLI-FERRARIS,CORSO DI PORTA ROMANA 110,9.1979955,45.454608,454
MITN094521,SCUOLA SECONDARIA II GRADO,NORD OVEST,L. V. BERTARELLI - FERRARIS,MILANO,I.T. ECON.-BERTARELLI-FERRARIS(SERALALE),C.SO DI PORTA ROMANA 110,9.1979955,45.454608,74

